fips,year,num_M,num_F
1303440,2010,0,1
17089,2010,1,0
05143,2016,1,0
17161,2016,1,0
1983910,2017,1,0
0659451,2018,1,0
0614880,2018,1,0
4967000,2021,1,0
1255775,1998,1,0
0662000,2002,0,0
3436000,2009,0,1
0621712,2010,1,0
3436000,2011,1,0
2706382,2014,1,0
3651000,2017,0,1
0203000,2019,1,0
4550875,2019,1,0
1714000,2019,0,1
04015,2020,0,1
1714000,1995,0,1
37191,1996,0,1
0937000,1997,1,0
26065,1998,1,0
2743000,2001,0,1
21067,2002,1,0
2146027,2002,1,0
0606000,2004,1,0
17037,2006,0,1
4513330,2007,1,0
4847892,2009,0,1
1245025,2009,0,1
36027,2011,1,0
3500060,2013,1,0
2511000,1991,1,0
1714000,2003,1,0
3651000,2003,0,1
0606000,2006,1,0
0804000,2011,0,1
0636056,2013,0,1
36103,2013,1,0
26025,2014,1,0
36089,2014,1,0
4810768,2015,1,0
06083,2016,0,1
5553000,2016,1,0
36111,2019,1,0
0644000,1989,0,0
2603000,1993,0,1
4817000,1993,0,0
1258050,1994,1,0
12095,1996,1,0
17163,2002,1,0
4824000,2003,1,0
0648354,2009,1,0
36027,2011,0,1
36027,2011,1,0
4835000,2013,0,1
17167,2014,1,0
2537000,2015,1,0
4847892,2017,1,0
0650076,2018,1,0
3050200,2019,1,0
0670000,2020,1,0
3912000,1995,1,0
06017,1998,0,1
3731400,1999,0,0
0632548,2001,1,0
06047,2002,0,0
1253000,2004,0,0
0644574,2005,0,1
3601000,2005,1,0
1245975,2005,0,1
34033,2008,1,0
36071,2009,0,1
36111,2013,1,0
4835000,2013,1,0
4516000,2013,1,0
06017,2014,1,0
1224000,2015,1,0
1772000,2019,1,0
2582000,2019,0,1
36013,1989,1,0
2071000,1991,1,0
36055,1995,1,0
3755000,1997,0,0
36027,1997,0,1
4714000,1997,1,0
26045,1998,1,0
3912000,1999,1,0
36055,1999,1,0
17161,2002,0,1
0644574,2005,1,0
1919000,2005,1,0
36027,2007,0,1
1714000,2007,0,1
1258050,2010,1,0
17089,2012,1,0
1303440,2014,0,1
4865000,2014,1,0
3650617,2015,0,1
1714000,2015,1,0
55105,2016,1,0
55101,2018,1,0
2511000,2021,0,0
1304000,1989,1,0
05007,1994,1,0
3651000,1997,0,1
0613014,1998,0,0
0613920,2001,1,0
0611530,2001,0,1
17161,2002,1,0
26121,2002,1,0
17089,2006,1,0
47187,2010,1,0
36001,2011,1,0
5548000,2011,1,0
1301740,2012,1,0
20177,2012,1,0
36065,2013,1,0
0623182,2014,1,0
4659020,2016,1,0
47009,2018,1,0
47149,2018,1,0
4752006,2019,1,0
0937000,2019,1,0
0660620,2020,0,1
0621712,2020,1,0
2511000,1991,1,0
36027,1997,0,1
17167,2000,1,0
06045,2004,0,1
3755000,2007,1,0
0622230,2007,1,0
0404720,2007,0,1
01073,2008,1,0
36027,2009,1,0
3774440,2011,1,0
47187,2014,0,1
3651000,2017,0,1
20209,2017,0,1
2036000,2017,0,1
4810912,1991,1,0
05119,1996,0,1
17167,1996,0,1
0669112,2000,1,0
3912000,2001,1,0
0623182,2001,0,0
0602430,2001,1,0
36027,2003,1,0
35025,2008,1,0
3651000,2009,1,0
26075,2010,1,0
4816230,2012,1,0
3050200,2013,1,0
17113,2014,0,1
3651000,2017,1,0
36027,2017,0,1
17161,2018,1,0
0624680,2020,0,1
1738570,2021,1,0
1304000,1989,1,0
36089,2002,1,0
3663000,2011,1,0
36007,2012,1,0
35005,2014,1,0
3050200,2015,1,0
36027,2017,0,1
1765000,2017,1,0
24047,2018,1,0
45007,2018,1,0
0908000,2019,0,1
2567000,2019,1,0
0177256,2021,1,0
2511000,1993,1,0
0646898,1997,1,0
35045,2000,1,0
0627690,2001,1,0
1922395,2001,1,0
47125,2002,1,0
5548000,2003,1,0
17037,2006,1,0
36027,2013,0,1
0634710,2014,1,0
1831000,2015,1,0
55139,2016,1,0
2511000,2021,0,1
17167,1990,1,0
3651000,2001,1,0
17143,2002,1,0
36027,2003,0,1
1723074,2003,0,1
0616742,2005,0,1
2545560,2009,1,0
1738570,2011,1,0
17161,2012,0,1
36065,2013,1,0
4837000,2018,1,0
4752006,2019,0,1
26139,1992,1,0
0629504,1999,1,0
1982425,2001,1,0
0621712,2002,1,0
2545560,2003,0,1
0446000,2004,1,0
0611530,2004,1,0
3915000,2005,1,0
36027,2009,0,1
3901000,2009,1,0
0644574,2013,1,0
36065,2015,1,0
0609620,2017,0,1
06069,2020,0,1
0656000,2001,1,0
4845000,2006,1,0
0612048,2006,1,0
2511000,2007,1,0
06113,2008,0,1
0550450,2008,0,1
4819000,2009,0,1
26021,2010,1,0
55133,2012,1,0
4827000,2013,1,0
3500060,2013,1,0
47125,2014,1,0
36063,2015,1,0
0631960,2020,1,0
1822000,1991,1,0
0619192,1995,1,0
35035,1998,1,0
5548000,1999,1,0
26045,2002,1,0
36001,2007,1,0
0683668,2012,0,1
0669112,2016,1,0
3731400,2017,1,0
47165,2018,1,0
3451000,2018,1,0
36001,2019,1,0
55087,2020,1,0
4819000,2021,1,0
3651000,1997,0,1
0649270,1998,0,1
4459000,1998,1,0
0628650,2001,1,0
4975360,2005,1,0
3977000,2007,1,0
06047,2008,0,1
36027,2009,0,0
0681344,2011,1,0
22017,2011,1,0
3350260,2015,1,0
55105,2016,0,1
0616740,2016,1,0
2545560,2017,1,0
47163,2018,1,0
3539380,2019,0,1
0203000,1993,1,0
05007,1994,1,0
4459000,1998,1,0
0662000,1999,1,0
4816230,2000,0,1
4459000,2002,0,1
1245975,2005,1,0
2646000,2007,1,0
49005,2008,1,0
1982425,2009,1,0
3673000,2011,1,0
17019,2014,0,1
36067,2015,1,0
4419180,2016,1,0
1238250,2017,1,0
0623610,2020,0,1
2743000,1993,0,1
18057,1994,1,0
0600028,1999,1,0
36027,2001,1,0
17163,2002,1,0
1919000,2003,0,1
0667000,2008,0,1
17163,2016,0,1
0606000,2018,0,1
55101,2020,1,0
0107000,2021,1,0
4714000,1997,1,0
1983910,2003,1,0
0660018,2005,1,0
36027,2005,0,1
06079,2006,1,0
1840788,2007,1,0
0658240,2008,1,0
20209,2009,1,0
3345140,2009,1,0
1919000,2009,1,0
55133,2010,1,0
36089,2010,1,0
0615044,2011,0,1
4863500,2018,0,1
17161,2018,1,0
06069,2018,1,0
3977000,2019,1,0
17161,2020,0,1
0680644,2020,1,0
55009,2020,1,0
36109,2021,1,0
3611000,1997,1,0
0650076,1997,1,0
17113,2002,1,0
1840788,2003,1,0
36091,2007,1,0
3755000,2011,1,0
06089,2012,1,0
0624500,2014,1,0
36001,2015,1,0
55105,2016,1,0
36103,2017,1,0
2567000,2017,1,0
36027,2021,1,0
36055,1997,1,0
2708794,2002,1,0
3251800,2003,0,0
1714000,2003,1,0
12086,2011,1,0
3912000,2011,1,0
0617918,2011,1,0
3570500,2012,0,0
17161,2012,0,1
5531000,2012,1,0
3775000,2013,0,1
36111,2013,0,1
2757220,2013,0,1
36007,2014,1,0
5157000,2014,1,0
06075,2014,1,0
0667000,2014,1,0
06109,2016,1,0
0203000,1993,0,1
0618390,1999,0,1
3650617,1999,1,0
4858016,1999,1,0
36027,2005,1,0
0658072,2006,1,0
1983910,2007,1,0
2965000,2009,1,0
36027,2009,1,0
55133,2010,1,0
51031,2011,1,0
1919000,2011,1,0
2509000,2015,1,0
1921000,2015,1,0
47165,2018,1,0
1822000,2019,1,0
22103,2019,0,1
0955990,2019,0,1
2970000,2021,0,1
0646898,2001,0,1
2545560,2001,0,0
13117,2010,0,1
47163,2010,1,0
1765000,2011,1,0
0631960,2012,1,0
0622230,2016,1,0
35005,2016,1,0
2757220,2017,1,0
2071000,2017,1,0
1253000,2017,1,0
1714000,2017,0,1
4861796,2017,1,0
0669070,2021,0,1
0203000,1996,1,0
0618390,2001,0,1
4261000,2001,1,0
3651000,2003,1,0
2511000,2005,1,0
34011,2007,1,0
4824000,2007,0,1
0618394,2008,0,1
1245975,2011,1,0
0604440,2011,1,0
0631320,2013,1,0
3474000,2014,0,1
3050200,2015,0,1
0955990,2017,1,0
2509000,2019,0,1
4714000,1993,0,1
06025,1996,1,0
3901000,2001,1,0
2511000,2003,1,0
1714000,2003,0,1
0107000,2005,1,0
26045,2008,1,0
4839148,2014,1,0
2360545,2015,0,1
0645022,2016,1,0
5167000,2016,1,0
35013,2020,1,0
17167,1992,1,0
4819000,1995,1,0
06007,1996,0,1
3912000,2003,1,0
1840788,2003,0,1
0662000,2006,1,0
0665000,2009,1,0
1765000,2009,0,1
36071,2009,1,0
0937000,2011,0,1
06029,2012,1,0
5548000,2013,1,0
4845000,2014,1,0
1304204,2014,0,1
1304204,2014,0,1
3410000,2015,1,0
1714000,2015,1,0
17161,2016,1,0
2052575,2017,1,0
47163,2018,0,0
55087,2020,1,0
17167,1990,1,0
3651000,1991,1,0
36071,1993,1,0
17167,1994,1,0
2511000,1995,0,1
17167,1996,1,0
4839148,1998,1,0
0602430,2001,1,0
4847892,2002,1,0
0615044,2005,1,0
4841464,2006,1,0
0649270,2006,1,0
3722920,2007,1,0
48245,2008,1,0
5553000,2012,1,0
0615044,2013,0,1
4055000,2013,1,0
0609620,2015,0,1
0629940,2017,0,1
47163,2018,0,1
15001,1998,1,0
0655156,1999,1,0
3345140,2003,1,0
4827000,2003,1,0
36089,2004,1,0
2964082,2007,1,0
47009,2010,1,0
0649270,2010,0,1
26145,2010,1,0
0607970,2012,1,0
2052575,2013,1,0
0687042,2016,1,0
3651000,2017,0,1
2537490,2017,1,0
1245000,1996,0,0
0609620,1999,1,0
3650617,2003,1,0
3722920,2005,0,1
4829000,2005,1,0
3451000,2010,0,1
0658072,2010,0,1
26045,2010,1,0
47187,2010,0,1
34007,2013,0,1
3451000,2014,1,0
17119,2014,1,0
2511000,2015,1,0
5167000,2016,0,0
4810768,2017,1,0
4839148,2018,1,0
55059,2020,1,0
3651000,1989,1,0
22097,1991,1,0
1245975,1995,0,1
0627000,1996,1,0
2965000,1997,1,0
06069,1998,0,1
17167,1998,1,0
17163,2002,1,0
1714000,2003,1,0
1827000,2003,1,0
36089,2004,1,0
42003,2005,1,0
4459000,2010,1,0
0646898,2011,0,1
5548000,2013,1,0
2079000,2017,1,0
2052575,2017,1,0
2255000,2021,0,1
0622230,1996,0,1
3912000,1997,1,0
0673262,2001,0,1
0177256,2001,1,0
0644574,2005,1,0
06085,2008,1,0
17167,2008,1,0
4841464,2008,1,0
4075000,2009,1,0
0667000,2010,1,0
0673262,2013,0,1
0616532,2014,0,1
0653000,2014,1,0
1772000,2015,1,0
1230000,2017,1,0
36065,2019,1,0
55009,2020,1,0
0636448,1995,1,0
3240000,1999,0,1
06075,2000,1,0
2545560,2001,1,0
0669196,2002,1,0
06023,2002,1,0
06079,2004,1,0
4817000,2007,0,0
36055,2009,1,0
4075000,2009,1,0
5370000,2011,1,0
3410000,2011,1,0
36079,2011,1,0
05119,2012,1,0
0628168,2013,1,0
0613920,2013,1,0
0107000,2013,0,1
0602000,2018,1,0
36109,2021,1,0
2642160,2021,1,0
1253000,1990,0,0
2965000,1993,0,1
36071,1997,1,0
4841464,1998,1,0
1772000,1999,0,1
0664224,2002,1,0
4813024,2002,1,0
0619260,2003,1,0
1840788,2003,1,0
3651000,2003,1,0
17167,2006,0,1
26081,2008,0,1
4751560,2012,1,0
0454050,2014,0,1
1831000,2015,1,0
0628168,2017,1,0
1245975,2017,1,0
2534550,2017,1,0
1303440,2018,0,0
17167,2020,1,0
4845384,1989,1,0
17161,1992,0,1
0670224,1996,1,0
4819000,1997,1,0
36089,2002,0,1
26065,2006,1,0
4816230,2006,1,0
3410000,2011,0,1
0682590,2012,1,0
47065,2012,0,1
47163,2014,1,0
2713114,2014,1,0
36045,2015,1,0
0610050,2015,1,0
4816230,2016,1,0
0633182,2016,1,0
0601332,2016,0,1
36109,2017,0,1
47189,2018,1,0
4975360,2019,1,0
0623182,2020,1,0
0606000,1996,1,0
36027,2001,1,0
51153,2003,1,0
0655618,2007,1,0
3912000,2007,1,0
1714000,2007,0,1
1270600,2010,1,0
3961000,2011,0,1
1245000,2011,1,0
4748000,2015,1,0
0955990,2015,1,0
2509000,2019,1,0
0618100,2020,1,0
1367284,1990,1,0
0619766,1996,1,0
0629504,1999,1,0
3649121,2001,1,0
3350260,2007,1,0
36027,2007,1,0
36027,2007,1,0
36007,2010,1,0
36111,2011,1,0
06069,2012,1,0
4853388,2012,1,0
4835000,2013,1,0
3755000,2013,1,0
1150000,2013,1,0
36079,2014,1,0
1738570,2015,1,0
3728000,2017,1,0
1765000,2017,1,0
0660620,2018,1,0
55139,2020,1,0
4865000,1995,1,0
2965000,1995,0,1
0618100,1996,1,0
06023,1996,1,0
4822660,1997,1,0
06057,2000,1,0
5531000,2000,0,1
2603000,2006,1,0
0673080,2009,1,0
36027,2009,1,0
47009,2010,1,0
17161,2014,1,0
26045,2014,1,0
3961000,2017,1,0
36065,2019,0,1
0446000,1994,1,0
15003,1994,1,0
1517000,1994,1,0
1253000,1996,1,0
3651000,1996,1,0
0646898,1999,0,1
0658240,1999,0,1
1232000,2000,0,1
4516000,2002,1,0
2270000,2002,1,0
0614890,2004,0,1
36013,2005,1,0
0683668,2006,1,0
3916000,2009,1,0
1703012,2009,1,0
3601000,2009,1,0
5548000,2011,1,0
2567000,2011,0,0
0618390,2013,0,1
0602462,2016,1,0
55025,2018,0,1
0659962,2020,1,0
55059,2020,1,0
45015,1994,1,0
17163,2000,1,0
0680238,2010,1,0
36091,2011,1,0
24047,2014,1,0
0665000,2015,1,0
0645022,2016,1,0
17099,2020,1,0
0150000,2021,1,0
36013,1989,1,0
0664000,1998,1,0
0600027,1999,1,0
06023,2002,1,0
0617750,2002,1,0
35025,2002,1,0
0630000,2005,1,0
0691135,2006,0,0
3006550,2007,1,0
4808940,2008,0,1
06075,2008,1,0
06083,2008,0,1
3650617,2011,1,0
4853388,2012,0,1
0684550,2012,1,0
4827000,2012,1,0
06039,2014,1,0
34013,2017,1,0
41019,2018,1,0
47163,2018,1,0
0629940,2020,0,1
06115,2020,1,0
2270000,1990,1,0
1302280,2000,1,0
2511000,2003,1,0
3539380,2003,0,0
0616532,2006,1,0
36071,2007,0,1
1714000,2007,1,0
10001,2010,1,0
5102250,2011,0,1
0646898,2011,1,0
36065,2013,1,0
55079,2015,1,0
2582000,2015,0,1
4853388,2016,1,0
0633588,2016,0,1
0918430,2019,1,0
4837000,2019,1,0
15003,1990,1,0
1517000,1990,1,0
1714000,1995,1,0
0619766,2000,1,0
35025,2000,1,0
4819000,2001,0,1
17089,2002,1,0
0642202,2002,1,0
48245,2004,1,0
0650398,2006,1,0
36007,2006,0,1
36083,2009,1,0
36063,2009,1,0
0820000,2010,0,0
1301696,2011,1,0
4819000,2011,0,1
0631960,2012,1,0
2511000,2013,1,0
2511000,2015,1,0
2545560,2017,0,1
4819700,2017,0,0
4752006,2019,1,0
36027,2019,0,1
0610050,2020,1,0
4819000,2021,0,1
36071,1997,1,0
36027,1999,1,0
0623182,2001,0,1
36007,2002,1,0
36007,2002,0,1
4847892,2002,1,0
2758000,2003,0,1
0617750,2006,1,0
4865000,2007,1,0
36055,2009,1,0
24047,2010,1,0
4847892,2010,1,0
47009,2010,1,0
4804000,2011,0,1
4827000,2011,1,0
3774440,2013,0,1
2509000,2013,1,0
2360545,2014,0,1
0918430,2015,1,0
2053775,2015,1,0
55139,2016,1,0
0820000,1995,1,0
4817000,2001,0,0
4861796,2001,0,1
3651000,2003,1,0
1304204,2003,1,0
5548000,2005,1,0
1304000,2005,0,1
3345140,2005,0,1
26045,2006,1,0
36027,2007,1,0
1912000,2013,1,0
36079,2013,1,0
1765000,2017,1,0
0918430,2017,1,0
1245000,2021,0,1
0633150,1999,0,0
4845744,2005,1,0
0607970,2010,0,1
2707966,2011,1,0
0644000,2011,1,0
4513330,2015,1,0
0908000,2015,1,0
0633182,2016,0,1
55059,2016,1,0
36027,2017,1,0
4075000,2018,0,1
3649121,2019,0,1
1703012,2019,1,0
0648354,2020,1,0
0634170,1999,0,1
0832155,2001,0,1
4715160,2002,1,0
06075,2006,1,0
0667000,2006,1,0
4052500,2007,1,0
0633750,2009,0,1
36007,2010,1,0
47187,2010,1,0
1723074,2011,1,0
17161,2012,1,0
36109,2013,1,0
26049,2014,0,1
4845744,2015,0,1
0656000,2015,1,0
4801000,2019,1,0
0655618,2020,1,0
3345140,2021,1,0
1253000,1992,1,0
0602252,1996,1,0
0657456,1997,1,0
4516000,1998,1,0
26077,2002,0,1
3684000,2009,1,0
3650617,2011,1,0
3345140,2012,0,1
2629000,2015,1,0
17161,2018,1,0
4752006,2019,1,0
36013,1989,1,0
06075,2000,1,0
1214400,2002,1,0
17037,2006,0,1
0669196,2006,1,0
4839148,2008,1,0
55133,2008,1,0
36071,2009,1,0
1822000,2011,1,0
36071,2013,1,0
2511000,2013,0,1
06101,2014,1,0
47149,2014,1,0
47163,2014,1,0
0908000,2015,0,1
1225175,2017,1,0
4516000,2019,1,0
2603000,1993,1,0
36027,1997,1,0
2071000,2001,1,0
4841464,2002,1,0
0633750,2003,1,0
3901000,2003,1,0
1714000,2007,1,0
06023,2010,1,0
3651000,2013,0,1
36109,2017,1,0
36087,2019,1,0
55101,2020,1,0
1919000,1989,1,0
0816000,1991,1,0
36027,1997,1,0
36013,2001,1,0
0650076,2001,0,1
2511000,2003,0,1
3702970,2005,0,1
22057,2007,1,0
3722920,2007,0,1
4075000,2009,1,0
1303440,2010,1,0
47009,2010,1,0
1639700,2013,1,0
47149,2014,1,0
2684000,2015,1,0
0617610,2018,1,0
26049,2018,0,1
22017,2019,1,0
1714000,2019,1,0
36027,2021,1,0
06031,1996,1,0
17019,1998,1,0
06109,1998,0,1
0653980,1998,1,0
0600016,2003,1,0
1840788,2003,1,0
2534550,2009,0,1
4752006,2011,1,0
5548000,2011,1,0
36093,2013,1,0
0639248,2014,1,0
47149,2018,1,0
3050200,2019,1,0
0685292,2020,0,1
3651000,1989,1,0
4748000,1999,1,0
36013,1999,1,0
1253000,2002,0,1
3474000,2006,0,0
29183,2007,1,0
0682954,2007,0,1
06115,2008,1,0
15003,2010,1,0
1517000,2010,0,0
4752006,2011,0,1
55059,2012,1,0
0660466,2012,1,0
36027,2013,1,0
3916000,2013,1,0
06087,2014,1,0
47163,2014,1,0
36089,2014,1,0
26121,2014,1,0
36001,2015,0,1
5548000,2017,1,0
2684000,2019,1,0
1714351,2019,0,1
3651000,1993,0,1
0636448,1995,1,0
0658072,1995,1,0
26045,1998,0,1
36029,1999,0,0
0609620,2001,0,0
0603526,2002,0,1
3651000,2003,0,1
2537000,2003,0,0
3961000,2003,1,0
17019,2004,1,0
0682996,2004,1,0
3711800,2005,0,0
1912000,2005,0,1
5370000,2007,1,0
3601000,2009,1,0
26077,2010,1,0
17161,2012,1,0
0640130,2014,1,0
47009,2014,1,0
0615044,2017,0,1
2053775,2019,1,0
36065,2019,1,0
36001,2019,1,0
17167,1990,1,0
1919000,1991,1,0
17097,1992,0,0
36055,1995,1,0
12011,1996,1,0
4748000,1999,1,0
4164900,2000,0,1
0600016,2001,1,0
0150000,2001,1,0
15003,2002,1,0
0632548,2003,1,0
1901855,2005,1,0
17161,2006,1,0
36001,2011,1,0
55025,2014,1,0
47011,2014,1,0
17091,2016,1,0
45013,2018,1,0
17091,2018,0,1
36027,2019,1,0
4845744,2019,1,0
51107,1991,1,0
4748000,1995,1,0
51107,1995,0,0
26163,1996,1,0
1257425,1997,1,0
2511000,1999,0,1
26163,2000,1,0
17019,2000,1,0
17161,2002,1,0
3722920,2003,1,0
3651000,2005,1,0
0636056,2007,1,0
1919000,2007,0,1
1983910,2009,1,0
4052500,2010,1,0
2511000,2017,1,0
06075,2018,1,0
0669088,1992,0,1
1775484,1993,1,0
1150000,1996,1,0
0681666,1999,1,0
3651000,1999,0,1
3961000,2003,1,0
36071,2005,0,1
4459000,2006,0,1
4807000,2007,1,0
1253000,2007,1,0
LA-767,2008,0,0
0644574,2011,1,0
4819000,2011,0,1
36111,2013,1,0
36089,2014,1,0
36045,2015,0,0
3345140,2015,1,0
0980000,2019,1,0
3345140,2019,0,1
36027,2003,0,1
2582000,2003,0,1
3601000,2005,1,0
47125,2010,1,0
4808940,2010,1,0
3410000,2011,1,0
1253000,2014,0,1
17037,2014,1,0
36001,2015,1,0
3755000,2019,0,1
1250750,1989,1,0
26025,1996,1,0
2053775,2003,1,0
36103,2004,1,0
4824000,2005,0,0
26065,2006,1,0
36001,2007,1,0
47187,2010,1,0
51019,2011,1,0
5103130,2012,1,0
0603526,2012,1,0
4459000,2014,1,0
47187,2014,1,0
3722920,2015,0,1
0603526,2016,1,0
2509000,2017,1,0
1919000,2019,1,0
17113,1990,0,0
4826232,1996,1,0
3901000,1999,1,0
4824000,1999,0,0
3345140,2003,1,0
17089,2004,0,1
1225175,2005,0,1
0807850,2007,1,0
36027,2011,1,0
4419180,2012,1,0
4847892,2013,1,0
22103,2015,1,0
2965000,2015,1,0
3457000,2016,1,0
4459000,2018,1,0
3755000,2019,0,1
55009,2020,1,0
3651000,2021,1,0
0653322,2000,1,0
4983470,2005,1,0
2545560,2005,1,0
0633182,2008,1,0
2965000,2009,1,0
36063,2013,1,0
3601000,2013,0,1
26163,2014,1,0
47187,2014,1,0
2509000,2017,0,1
4041850,2018,1,0
02020,2018,1,0
0203000,2018,1,0
1768003,2019,1,0
17089,1992,0,0
1919000,1997,1,0
0629504,1997,1,0
4819000,2005,1,0
2079000,2009,1,0
3916000,2009,1,0
4714000,2009,0,1
36001,2011,1,0
1751622,2011,1,0
1765000,2013,1,0
1207300,2014,1,0
4827000,2015,1,0
55139,2016,1,0
0832155,2017,1,0
0918430,2019,1,0
36071,2021,1,0
3684000,2021,0,1
3651000,1989,1,0
0665000,1995,0,1
1255775,1996,1,0
0600020,2003,1,0
0668196,2004,1,0
17167,2004,1,0
4829000,2005,0,0
1703012,2005,1,0
5548000,2007,1,0
3436000,2009,1,0
55133,2010,1,0
06017,2012,0,1
3345140,2013,1,0
0643000,2014,1,0
17037,2014,1,0
06095,2014,1,0
4864472,2016,1,0
0609620,2017,1,0
0607970,2018,1,0
22017,2019,1,0
36063,2019,1,0
4454640,2020,1,0
0646898,1995,1,0
1765000,1997,1,0
3722920,2003,0,0
0643000,2010,1,0
36013,2013,1,0
36071,2013,1,0
0631960,2014,1,0
4419180,2014,1,0
35031,2014,1,0
47187,2014,1,0
0908000,2015,0,1
55139,2016,1,0
3601000,2017,0,1
0832155,2017,0,1
0652582,2019,1,0
0650258,1999,1,0
0609390,1999,1,0
0644574,1999,1,0
5548000,2001,0,1
36027,2001,0,1
35005,2002,1,0
4715160,2004,0,1
36001,2007,1,0
3728000,2007,0,0
36007,2008,0,1
3912000,2009,1,0
0107000,2009,0,1
0832155,2009,0,1
06039,2010,1,0
1238250,2011,1,0
3050200,2011,0,1
1253000,2012,0,1
3728000,2013,1,0
47163,2014,1,0
18063,2014,1,0
0862000,2015,1,0
4865000,2015,1,0
55059,2016,1,0
4075000,2016,1,0
17161,2018,1,0
3651000,2021,1,0
4858016,1998,1,0
0670000,1998,1,0
22055,1999,1,0
3684000,1999,1,0
26163,2000,1,0
17167,2000,1,0
1714000,2003,1,0
0609850,2003,0,1
0107000,2005,1,0
4827000,2007,1,0
1825000,2007,1,0
2537000,2009,1,0
2053775,2009,0,1
2511000,2009,1,0
26021,2010,1,0
0623340,2012,1,0
4041850,2012,0,1
17161,2014,1,0
2582000,2015,1,0
5548000,2019,0,0
1768003,2019,0,0
55059,2020,1,0
1919000,1993,0,1
4829000,1996,1,0
2965000,1997,0,1
4803000,2001,1,0
1216525,2001,0,1
26147,2002,0,1
0611530,2004,1,0
36087,2006,1,0
36079,2007,0,1
3456550,2008,1,0
0613588,2010,1,0
0618100,2010,1,0
36109,2013,1,0
36065,2013,1,0
4816230,2016,1,0
2545000,2017,1,0
0680238,1998,1,0
17089,2002,1,0
3961000,2003,0,1
4804000,2003,1,0
2071000,2005,0,1
24047,2006,0,1
0648816,2011,1,0
3451000,2014,1,0
36091,2015,0,1
0643000,2018,0,1
3722920,2019,0,0
3774440,2019,1,0
2582000,2021,0,1
3912000,1993,0,1
17167,1994,0,1
1714000,1995,0,1
3918000,2001,0,0
3901000,2003,1,0
4824000,2005,1,0
36083,2009,1,0
3681677,2011,1,0
2743000,2013,1,0
2537490,2017,1,0
4819000,2017,0,1
36065,2019,1,0
1150000,1992,1,0
0631320,2001,1,0
17019,2002,1,0
2582000,2003,1,0
17167,2004,1,0
45013,2006,1,0
36001,2007,1,0
0150000,2007,1,0
2567000,2009,1,0
3916000,2009,1,0
55133,2010,0,1
06115,2010,1,0
4817000,2011,0,0
4516000,2012,0,0
3961000,2013,1,0
36013,2013,1,0
47009,2014,0,1
3474000,2014,0,1
47011,2014,0,1
4703180,2018,1,0
0611194,2018,1,0
3775000,2020,0,1
3916000,2021,1,0
4822660,1995,1,0
45051,1996,1,0
0670000,1996,1,0
1703012,1997,1,0
36055,1997,1,0
17201,2002,1,0
36089,2002,1,0
2545560,2005,1,0
4804000,2005,1,0
0666000,2006,1,0
36027,2007,1,0
3457000,2008,1,0
3722920,2009,0,0
36109,2009,1,0
0662000,2011,1,0
2053775,2011,1,0
0613920,2012,1,0
3050200,2015,1,0
36079,2017,1,0
4865000,2021,1,0
51107,1991,1,0
17167,1998,1,0
2053775,1999,1,0
26145,2000,0,1
36089,2002,1,0
4459000,2002,1,0
3345140,2003,0,1
0633750,2003,0,1
2511000,2007,1,0
4865000,2011,0,1
4075000,2011,1,0
0609070,2012,1,0
0625800,2016,0,0
0684816,2016,1,0
36027,2021,0,1
0638010,1998,1,0
3912000,1999,1,0
4459000,2002,0,1
0615044,2003,1,0
0627000,2004,0,0
36027,2005,1,0
2545560,2005,0,1
4804000,2006,0,1
0629490,2006,0,1
36071,2009,1,0
4957300,2011,0,1
55025,2012,1,0
0137000,2012,1,0
36111,2013,0,1
2511000,2015,1,0
4817000,2018,1,0
0683668,2018,0,1
47189,2018,0,1
0684550,2020,1,0
2511000,2021,0,1
1270600,1996,1,0
17201,2000,0,1
0609620,2001,1,0
4164900,2001,1,0
26163,2002,1,0
36013,2005,1,0
36007,2006,1,0
17167,2006,1,0
0604982,2007,1,0
3912000,2011,1,0
17167,2012,0,1
06101,2014,1,0
15001,2014,0,1
17091,2016,1,0
06053,2016,1,0
29510,2017,0,1
2965000,2017,0,1
4454640,2020,1,0
2148000,1998,1,0
1919000,1999,1,0
0682954,2001,1,0
2758000,2003,0,1
4055000,2006,1,0
17201,2008,1,0
21117,2010,1,0
06109,2010,1,0
17113,2010,1,0
4983470,2011,0,1
4845000,2012,1,0
4848072,2013,1,0
47163,2014,1,0
2935000,2016,1,0
0656784,2018,1,0
36001,2019,0,1
55009,2020,1,0
3502000,2021,1,0
4817000,1995,0,0
17019,1998,0,0
0667000,2000,1,0
5531000,2000,0,1
0668364,2001,1,0
1919000,2005,1,0
3500060,2007,1,0
06095,2008,0,1
2924778,2011,1,0
2743000,2013,1,0
0627690,2013,1,0
36027,2015,0,1
3570500,2016,0,0
47125,2018,1,0
0653000,2018,1,0
06023,2018,0,1
26121,2020,1,0
3651000,2021,1,0
36013,1989,1,0
2603000,1993,0,1
0658240,1995,0,1
3912000,1995,0,1
4865000,2001,1,0
3651000,2003,1,0
17167,2006,1,0
55133,2008,1,0
26121,2008,1,0
47149,2010,1,0
4075000,2011,0,1
06089,2012,1,0
0629940,2013,0,1
4839148,2014,1,0
4041850,2016,1,0
3961000,2017,0,1
06115,2018,1,0
36001,2019,1,0
36001,2019,1,0
36013,1989,1,0
3651000,1994,1,0
0660102,1995,1,0
1919000,1995,1,0
06031,2000,1,0
3651000,2003,0,1
