fips,year,num_M,num_F
22097,2007,1,0
0623080,2018,1,0
0619260,2020,1,0
37035,2000,1,0
51107,2011,1,0
37097,2004,1,0
0604740,2002,1,0
0636000,2012,1,0
48141,2002,0,1
0634880,2008,1,0
49057,1994,1,0
0602000,1996,0,1
0473000,2020,0,1
13223,2002,1,0
1304204,2005,1,0
2102990,2010,0,1
01103,2006,1,0
26163,2012,1,0
01009,2018,1,0
TX-1999,2008,0,0
0465000,2008,0,0
0681554,2018,1,0
1271000,2019,1,0
3651000,1989,1,0
26125,2008,0,1
0843000,1999,1,0
3502000,2009,1,0
5164000,2012,0,0
0609640,2016,0,1
19013,1998,0,1
22073,2011,1,0
4260000,2011,1,0
35001,1998,1,0
0651182,2008,0,1
38035,2018,1,0
0668000,2016,0,1
39035,2010,0,1
12019,2012,1,0
5374060,2017,1,0
19013,1990,1,0
48039,1998,1,0
39049,2000,1,0
3704720,2016,1,0
0616740,2020,0,1
12033,2006,1,0
0655282,2012,0,1
0455000,2015,1,0
0636000,1998,1,0
3651000,2001,1,0
1254000,2018,1,0
0609640,2008,0,1
CO-163,2012,0,0
5305210,2001,0,1
53015,2010,1,0
39035,2014,0,1
0664000,2004,1,0
4105350,2014,0,1
42007,2015,1,0
51013,1989,1,0
41039,2020,0,1
1822000,1991,0,1
36015,2014,1,0
34001,2002,1,0
48453,2004,1,0
0609640,2000,0,1
2102990,2014,0,1
08077,2014,1,0
51013,2017,0,1
04025,2020,1,0
04027,2020,1,0
GA-244,2004,0,0
53061,1999,1,0
35001,2010,0,1
41067,2010,1,0
53041,2014,1,0
0446000,1996,1,0
15009,2008,1,0
42095,2013,1,0
17043,2014,1,0
01003,2018,0,1
30013,2018,1,0
24027,2010,1,0
3921000,2009,0,1
0659451,2010,0,1
39153,2020,0,1
26125,2004,0,1
34041,2008,1,0
2771428,2014,0,1
3651000,2017,1,0
13113,1994,1,0
53057,1996,0,1
3921000,1997,0,0
34011,2012,0,1
39153,2012,1,0
39153,2020,1,0
06111,2010,1,0
0684500,2000,0,1
4105350,2014,0,1
39007,2020,0,1
06065,2014,1,0
55017,2008,1,0
12033,2012,1,0
0641992,2005,1,0
0627240,2006,0,1
42011,2011,1,0
24043,1994,1,0
06071,2006,1,0
0639248,2010,0,1
3436000,2004,1,0
0653000,2014,1,0
51013,1991,1,0
15003,1990,0,0
1517000,1990,0,0
26163,1992,1,0
39089,2002,1,0
0616350,2006,0,1
20173,2008,1,0
06083,2020,1,0
1921000,1997,1,0
0611194,1998,0,0
12009,2000,1,0
3651000,2001,1,0
53041,2016,1,0
39007,2020,1,0
0672016,2002,1,0
15009,2004,1,0
13113,1992,1,0
48141,2004,1,0
4835000,2011,1,0
0609390,2020,1,0
5182000,1990,1,0
0668000,2008,0,1
22033,2019,1,0
45091,2020,0,1
15003,2014,0,1
1517000,2014,0,1
18167,2016,1,0
1230000,2009,1,0
53073,1991,1,0
0636770,2014,0,1
0666000,1993,1,0
0669112,2004,1,0
13135,2014,0,1
1254000,2012,1,0
0669084,1998,0,1
0651182,2008,0,1
0648354,2005,0,1
12033,2012,1,0
23025,2010,0,0
0IN-4,2014,0,0
2255000,1990,1,0
32031,2006,1,0
15007,2020,1,0
1302280,2008,0,1
42003,1999,0,1
37147,2020,0,1
1150000,2004,1,0
41043,2008,1,0
0649270,2018,1,0
53033,2001,1,0
15009,2004,1,0
4748000,1994,1,0
06083,2008,1,0
3651000,1993,1,0
0636770,2002,1,0
26049,2008,0,1
0107000,2017,1,0
19013,2006,1,0
51013,1991,1,0
17043,1996,0,0
24015,2004,1,0
CO-168,2012,0,0
33009,2018,1,0
06097,1998,1,0
0657792,2012,0,1
19113,2018,1,0
3921000,2009,1,0
0TN-2,2014,0,0
37035,2006,1,0
0611194,2008,0,1
39003,2012,0,1
4835000,2011,1,0
15009,1998,0,1
0608370,2006,1,0
0683346,2016,1,0
3901000,2019,1,0
0631530,2000,1,0
42107,2019,1,0
16005,2004,1,0
17043,2008,1,0
24003,2018,0,1
06081,1997,1,0
34011,2012,1,0
OK-1626,2002,0,0
24005,2010,1,0
24510,2010,1,0
51107,2007,1,0
0667000,2018,0,1
26125,2020,1,0
08077,1994,1,0
06001,1996,1,0
06001,1998,1,0
40027,2018,1,0
0613392,2006,0,1
1200390,1996,0,0
3651000,2013,1,0
26073,2016,0,1
37077,2018,1,0
12097,2002,1,0
48491,2010,0,1
0477000,1993,0,1
0668000,2012,0,1
39007,1998,1,0
24037,2006,1,0
0665000,2018,1,0
18035,2012,1,0
40051,2016,1,0
48355,2010,1,0
17179,2010,1,0
13115,2004,1,0
35043,2006,1,0
18157,2006,1,0
0807850,2019,0,1
0640150,2010,1,0
37157,2010,1,0
0648256,2002,0,1
39153,2004,1,0
06089,2010,1,0
4835000,2011,0,0
24015,2002,1,0
3421000,2008,1,0
4824000,1999,0,1
0672016,2000,0,1
0634410,2010,0,1
47163,2018,1,0
06001,1996,1,0
3260600,1998,0,0
0622230,2004,1,0
10003,2016,1,0
15009,1994,1,0
0653322,2012,1,0
32031,2018,0,1
2751730,2020,1,0
48309,2020,1,0
12127,2012,1,0
19103,2000,1,0
15009,2010,1,0
4459000,2014,1,0
3684000,2017,1,0
0622020,2010,1,0
37151,2008,0,1
39007,2000,1,0
05045,2012,1,0
19193,2016,1,0
15009,1994,1,0
0629550,2010,0,1
29019,2014,1,0
0640740,2016,0,1
39087,2012,1,0
42003,2019,1,0
26125,1992,0,1
37135,2000,1,0
04017,2008,0,0
26125,2016,1,0
0636000,1998,1,0
24005,1998,1,0
3915000,2013,0,1
53061,2017,1,0
15009,2018,1,0
26099,2020,1,0
2603000,2004,0,1
4816110,2013,1,0
39029,2014,1,0
0662364,2020,1,0
KY-13,2012,0,0
32031,2004,1,0
15009,2008,1,0
10003,2016,1,0
39153,2000,0,1
13295,2012,1,0
3673000,1989,1,0
39153,2012,1,0
3260600,1998,0,1
3916000,2009,1,0
0683346,2016,0,1
4269000,2005,0,1
24037,2018,1,0
2567000,1995,1,0
41043,2012,1,0
0670224,2008,1,0
17043,2002,1,0
0608460,2008,1,0
KY-38,2012,0,0
42049,2013,1,0
0623182,2016,1,0
0640150,2000,0,1
0669000,1992,1,0
06029,2010,1,0
0607440,1998,1,0
0635430,2012,1,0
53061,2005,1,0
51107,2003,1,0
0668000,2016,0,1
3268400,2016,1,0
3421000,2008,0,1
2938000,2011,0,0
51770,2013,1,0
VA-Roanoke City,2017,0,0
0678120,2008,1,0
17037,2016,1,0
15003,1998,1,0
1517000,1998,1,0
34001,1999,1,0
06085,2000,1,0
24003,2006,1,0
2205000,1992,1,0
15009,2010,1,0
53045,2018,1,0
45045,2020,1,0
1201080,2018,1,0
21029,2018,1,0
5305210,2001,1,0
0678582,2002,1,0
3755000,2005,0,1
21145,2010,1,0
TN-1838,2014,0,0
06097,1996,1,0
53061,1997,1,0
48485,2014,0,1
0672016,2006,0,1
41029,2014,1,0
51059,2015,0,1
13127,2000,1,0
4835000,1997,1,0
20103,2012,1,0
0677000,2020,0,1
0606000,2002,0,1
4105350,2000,1,0
0635700,2002,0,1
45047,2016,1,0
0653896,2018,1,0
2079000,2007,1,0
21093,2010,1,0
0807850,2019,0,1
3651000,1997,0,1
42095,2005,0,1
5370000,2019,1,0
06077,2012,0,1
0OK-5,2018,0,0
TN-1817,2006,0,0
42079,2013,1,0
1921000,1991,1,0
53057,1996,0,1
2629000,1999,1,0
4748000,1999,1,0
1214400,2018,0,1
22005,1995,1,0
GA-Alapaha,2016,0,0
18035,2016,1,0
2079000,2011,1,0
48141,2020,1,0
06001,2020,0,1
0609390,2020,0,1
24043,1994,0,0
51740,2009,1,0
1201590,2016,1,0
51177,2007,1,0
3651000,1997,1,0
24005,1994,1,0
08123,2016,1,0
SC-1740,2014,0,0
12086,2020,1,0
0670000,2008,1,0
0624680,2012,0,1
06055,2014,1,0
48037,2014,1,0
1912000,1993,1,0
36093,2002,1,0
15009,2010,1,0
49057,2006,0,1
0657792,2008,0,1
2102990,2018,1,0
0659451,2002,1,0
1200480,2010,0,1
2400060,2020,1,0
06041,2020,0,1
2567000,1991,1,0
3128000,2001,1,0
13117,2016,0,1
1258715,2000,1,0
19153,2006,0,1
26125,2008,0,1
0611110,2010,1,0
1258715,2010,1,0
5374060,2011,1,0
47009,2018,1,0
13113,1994,1,0
0659920,2004,1,0
0629000,2004,1,0
0602850,2004,1,0
24017,2002,1,0
22045,2003,1,0
48121,1998,1,0
48397,2014,0,1
5363000,2015,0,1
5374060,1997,0,1
0681554,2004,1,0
35013,1996,1,0
0636770,2012,1,0
4147000,1992,1,0
34013,2014,1,0
12095,2014,0,1
37119,1996,1,0
3915000,2009,1,0
3704720,2018,0,1
42041,2015,1,0
41019,2018,1,0
37081,2016,1,0
0668000,2016,1,0
2836000,1993,1,0
26125,2020,1,0
12069,1994,1,0
0635700,2002,0,1
53005,2014,1,0
0952000,1991,1,0
0TX-8,2016,0,0
42043,2015,1,0
4824000,2017,1,0
0465000,2004,1,0
0622804,2008,0,1
42077,2011,1,0
TN-17,2014,0,0
3651000,1989,1,0
01101,2014,1,0
17043,1992,0,0
15009,2000,0,1
37025,1992,1,0
3921000,2005,0,1
0668196,2016,0,1
42079,2013,0,1
05143,2014,1,0
0636770,2018,0,1
29189,2018,1,0
13151,2020,1,0
4260000,1991,1,0
01049,2018,1,0
0622678,2020,0,1
24003,2018,1,0
0667000,2020,0,1
TN-1826,2006,0,0
2965000,1997,0,1
0662938,2000,0,0
22079,2007,1,0
MS-1025,2007,0,0
4159000,2008,0,1
0666000,2002,0,1
42041,2011,1,0
13185,2000,1,0
42069,2013,1,0
0623080,2018,1,0
4260000,1991,1,0
15009,1998,1,0
16005,2004,1,0
39007,2006,1,0
4817000,2009,0,0
0670000,2012,1,0
0649670,2020,0,1
5370000,1993,0,1
17043,2002,0,1
3719000,1999,1,0
0650258,2016,1,0
48339,2002,1,0
18019,2002,1,0
42003,2015,1,0
NC-1428,1998,0,0
0634880,2016,0,1
24045,2006,1,0
24015,2014,1,0
2507000,1997,1,0
0651182,2004,0,1
0669088,2016,1,0
0523290,2012,1,0
3728000,1999,1,0
01103,2008,1,0
GA-241,1998,0,0
39023,2002,1,0
49011,1998,0,0
4105350,2014,1,0
34011,2021,1,0
39129,2008,0,1
0666000,2014,1,0
3651000,2017,1,0
22079,2011,1,0
26163,2014,1,0
0465000,2008,0,1
17111,2020,1,0
37119,1996,1,0
0631530,2008,1,0
0644000,2013,1,0
53053,2006,1,0
KY-21,2012,0,0
51153,1999,0,1
3651000,2009,0,1
0666000,2010,1,0
37025,1990,1,0
41017,2002,1,0
MS-1024,2011,0,0
55043,2012,0,1
31055,2008,1,0
0644000,2003,1,0
4819000,1989,1,0
4805000,1999,0,1
17043,2010,1,0
42021,2015,1,0
0644000,1999,1,0
0668000,2000,1,0
24015,2006,1,0
1269700,2016,1,0
42013,2017,1,0
4817000,1997,0,0
37025,1998,1,0
41009,2016,1,0
5305280,2017,1,0
19061,2018,1,0
42003,2019,0,1
15003,1990,1,0
1517000,1990,1,0
26149,2012,1,0
42077,2015,1,0
12087,2000,1,0
06097,2006,1,0
0672016,2010,1,0
NC-21,2018,0,0
0653980,2002,0,1
41039,2004,1,0
13021,2012,1,0
06067,2008,1,0
53053,2008,1,0
20091,2006,1,0
24015,2010,0,1
1822000,1999,1,0
10003,2012,1,0
1245000,1993,0,1
48485,1998,1,0
48485,2002,1,0
0613588,2000,0,1
27037,2016,1,0
0669112,2008,1,0
42003,2007,1,0
26163,2016,1,0
27053,2010,0,1
0644000,2017,1,0
39057,2000,0,1
47065,2006,1,0
5367000,2015,1,0
39147,2016,1,0
24037,2014,1,0
MS-1019,2015,0,0
27131,2010,1,0
06029,2010,1,0
1150000,2002,0,1
06029,2012,1,0
26099,2012,1,0
1214400,2018,0,1
29183,2018,1,0
39007,2006,1,0
5374060,1999,1,0
04025,2016,1,0
06025,2018,1,0
20173,2020,0,1
19153,2014,1,0
0683346,2018,0,1
13285,2004,1,0
1245000,2005,1,0
19113,2012,0,1
3502000,1997,1,0
3200060,1998,0,1
26161,2016,1,0
39139,1996,1,0
36029,2021,0,1
1150000,2014,0,1
3651000,1997,1,0
36051,2016,1,0
39147,1996,1,0
29077,2004,0,1
20091,2016,1,0
20091,2018,1,0
05131,2000,1,0
42071,2007,0,1
51041,2019,1,0
0635310,2004,1,0
3755000,2019,1,0
0667000,2020,0,1
1253000,2003,1,0
39153,2008,1,0
3684000,1993,1,0
34011,2021,1,0
LA-778,2002,0,0
26099,2012,1,0
0616740,2018,0,1
22109,2019,1,0
32003,2000,1,0
5305280,2011,1,0
39035,2016,1,0
0541000,2016,1,0
41067,1998,0,1
0632550,2006,1,0
51179,2007,1,0
0628000,2016,1,0
0601770,2016,0,1
08005,2000,1,0
3775000,1993,0,1
0654652,2008,1,0
53061,2009,1,0
39029,2012,1,0
26163,2008,1,0
20173,2018,0,1
0639248,2000,0,1
27053,2006,1,0
36079,2018,0,1
0628000,2002,1,0
18091,2010,1,0
1825000,2015,1,0
08037,2020,1,0
08077,1992,1,0
05131,2010,1,0
12021,2002,1,0
0626000,2012,0,1
37081,2012,1,0
06099,2018,1,0
18141,2018,1,0
0804000,2015,0,1
0604740,2002,0,1
42107,2011,1,0
39037,2016,0,0
06029,1996,1,0
13295,2008,1,0
18141,2016,0,1
17031,2006,1,0
42077,2011,1,0
2717288,1994,1,0
04005,2016,1,0
26099,2018,1,0
34033,2020,1,0
34001,1991,1,0
0908000,1993,1,0
51095,2019,1,0
42007,1999,0,1
12127,2018,1,0
41039,2014,1,0
26099,2020,1,0
3977000,2009,1,0
3651000,2013,0,1
36091,2013,1,0
42013,2017,1,0
45091,2020,1,0
1210275,1994,0,1
06065,2004,0,1
0635130,1998,1,0
0600028,2010,1,0
0608370,2004,0,1
3651000,2009,1,0
0635430,2012,1,0
27169,2018,1,0
4805000,2003,1,0
10003,2002,1,0
42089,2011,1,0
06077,2018,1,0
1263000,2019,0,1
22109,1991,1,0
06037,2008,1,0
1714000,1999,1,0
0656784,2016,1,0
4805000,2005,0,1
0622710,2017,0,1
37001,1998,1,0
48039,2018,1,0
51165,2007,1,0
0631530,2014,0,0
2404000,2020,1,0
1077580,2004,1,0
5363000,2019,1,0
0816000,1999,0,1
0827425,2001,1,0
4261000,1997,1,0
46099,2010,1,0
0634880,2012,0,1
27139,2014,1,0
0659451,1996,1,0
1077580,2004,1,0
0650076,2012,1,0
0632550,2014,0,1
49035,2002,1,0
36087,2019,1,0
37081,2008,0,0
22045,2003,1,0
24033,2006,0,1
48141,2006,1,0
42075,1991,1,0
1304000,2001,0,1
15009,2010,0,1
0639420,2018,0,1
0632550,2006,1,0
49049,1998,0,1
0662938,2016,1,0
3722920,2005,1,0
37035,2006,1,0
0684550,2006,0,1
48039,2004,1,0
0632550,2004,0,0
34037,2017,1,0
19153,2006,1,0
3451000,2018,0,0
0600884,2020,0,1
2603000,1998,1,0
5305280,2011,1,0
06075,2010,0,1
0667000,2010,0,1
0608460,2018,0,1
12005,1998,0,1
42079,2013,1,0
18019,2016,1,0
0651182,1998,1,0
0648256,2008,1,0
37001,2010,0,1
26125,2018,1,0
0622020,2006,1,0
42027,2019,1,0
0952000,1993,1,0
24017,1998,1,0
0827425,2009,1,0
0631530,2014,1,0
13151,2020,0,1
0614550,2000,1,0
48209,2010,1,0
1077580,2020,0,0
36029,2021,1,0
4055000,2018,0,1
26099,2012,0,1
4805000,2000,1,0
AL-25,2016,0,0
34011,2018,0,0
24005,1994,1,0
42055,2015,1,0
3651000,2021,0,1
29077,1994,1,0
37097,2006,0,0
21073,2018,1,0
53021,2018,1,0
0613014,2008,1,0
1201500,2010,1,0
18167,2010,1,0
18035,2016,1,0
18141,2020,1,0
41039,2000,1,0
AL-39,2016,0,0
3728000,1999,0,0
24031,1998,1,0
26161,2020,1,0
23025,2006,1,0
0541000,2020,1,0
0616920,2016,1,0
0455000,2017,1,0
06073,1992,1,0
0678582,2010,1,0
42003,2003,1,0
49057,2006,1,0
16055,2016,1,0
17031,2010,1,0
23005,2012,1,0
26125,2016,0,1
39153,2000,1,0
5370000,2001,1,0
5305210,2017,0,1
26125,2020,1,0
0672016,2012,1,0
0636770,2018,0,0
3684000,1991,1,0
15009,2008,1,0
18091,2012,1,0
0659920,2014,1,0
24043,2002,1,0
0629000,2004,1,0
GA-246,2008,0,0
0619766,2012,1,0
24027,2014,1,0
0629550,2010,1,0
IN-32,2014,0,0
06047,1998,1,0
0686832,2004,1,0
06097,2010,0,1
06083,2006,0,1
0667000,2012,1,0
0635700,2012,1,0
23017,2014,0,0
4131250,2014,0,1
27109,2006,1,0
42089,2011,1,0
0633000,2020,0,1
12086,2020,0,1
42095,2009,1,0
41071,2012,0,1
53005,1996,1,0
26163,2014,1,0
2507000,2019,0,1
5553000,2008,1,0
26125,2012,1,0
0633860,2016,1,0
4835000,2011,1,0
32031,2008,1,0
0624638,2012,1,0
39013,2012,1,0
36045,2010,1,0
37051,2014,0,1
20103,2012,1,0
42133,2011,1,0
47163,2018,1,0
3915000,2013,1,0
4835000,2001,0,1
34041,2010,1,0
04019,2004,1,0
0613014,2008,0,1
1822000,1991,1,0
3128000,1991,1,0
05131,1996,1,0
37035,2006,1,0
18141,2018,1,0
5164000,2012,1,0
0667000,2012,1,0
0636000,2000,1,0
27163,2020,1,0
0644000,1991,0,1
21037,2012,1,0
0655282,2016,0,1
5374060,2021,0,1
37133,2012,1,0
2507000,2009,1,0
3651000,1997,1,0
0OK-9,2018,0,0
2754880,1998,1,0
24017,2018,1,0
08123,2008,1,0
53053,2010,1,0
0609640,2018,1,0
0650258,2008,1,0
39077,2008,1,0
26125,2018,1,0
06075,2000,1,0
32031,2014,1,0
04021,1996,1,0
0137000,2004,1,0
4419180,2006,1,0
0609640,2006,1,0
23011,2012,0,1
0607500,2012,0,1
0626000,2002,1,0
29099,1992,1,0
0465000,2000,1,0
1301740,2006,1,0
3704720,2016,1,0
48157,2006,1,0
2970000,2015,0,1
26125,2004,1,0
1230000,2011,1,0
42071,2011,1,0
24017,2006,1,0
2400510,2012,0,1
3436000,2009,1,0
1912000,1989,1,0
1263000,2001,1,0
0672016,2002,0,0
0137000,2008,0,1
49011,2010,0,1
56025,2014,1,0
12017,2010,1,0
2751730,1996,0,1
26163,1994,1,0
0636770,2014,0,1
1304000,2001,1,0
3651000,2021,0,1
2717000,2007,0,0
31055,2008,1,0
06083,2016,1,0
39169,2008,1,0
13059,2000,1,0
1077580,2000,1,0
3915000,1991,1,0
17043,1990,0,0
4134100,2016,1,0
1304000,2004,1,0
0653322,2010,1,0
15003,2010,1,0
1517000,2010,1,0
3663000,2021,1,0
2567000,1993,1,0
26163,1994,1,0
26027,2016,1,0
39165,1990,0,0
42055,2015,1,0
26125,2004,1,0
0626000,2008,0,1
15009,2000,0,1
15007,2018,1,0
39153,2000,1,0
29019,2012,0,1
12086,2002,0,1
4269000,2005,0,1
0655156,2018,1,0
48121,2020,0,1
0639248,2020,0,1
36079,2010,1,0
06107,2010,1,0
41039,2004,0,1
0641190,2004,0,1
5374060,2021,1,0
0628000,2008,0,1
3651000,2013,1,0
18085,2010,1,0
WI-Menominee and Shawano,2016,0,0
0666000,1993,0,1
12099,1990,0,1
24009,2006,1,0
3268400,2014,1,0
3704720,2016,1,0
37063,2010,1,0
5182000,2011,1,0
0628000,2016,1,0
20173,2020,1,0
0626000,1998,0,1
0669000,2014,0,0
21227,2018,1,0
13063,2012,1,0
3915000,2007,1,0
1304204,2018,1,0
37027,2014,1,0
04007,2016,1,0
15009,2006,1,0
27025,2006,1,0
34017,2020,1,0
08001,2016,0,1
36013,1997,1,0
06085,2006,0,1
42125,2011,1,0
2970000,2015,1,0
0681666,2016,1,0
26125,2016,1,0
2255000,1998,1,0
17141,2000,1,0
4817000,2005,0,0
3915000,2017,0,1
12099,2006,1,0
37081,2012,1,0
0622710,2015,0,1
1921000,1997,1,0
06007,2010,1,0
0616350,2012,1,0
27013,2014,1,0
26125,1996,1,0
0600028,2010,1,0
54061,2004,0,1
0636770,2014,1,0
17199,1996,1,0
18003,2010,1,0
12033,2014,1,0
08067,2020,0,1
13153,1996,0,1
18057,2010,1,0
26125,2012,1,0
15009,2000,1,0
39007,2008,1,0
53021,2018,1,0
51059,1999,0,1
0622710,2007,1,0
26125,1992,0,1
0ME-7,2014,0,0
ME-807,2014,0,0
0412000,2008,1,0
0619766,2004,1,0
10003,2020,1,0
42019,2007,1,0
41039,2018,0,1
3651000,2021,1,0
26125,2006,0,1
13067,2014,1,0
0604740,2014,0,1
1150000,1996,1,0
24015,2002,0,1
24001,2018,1,0
06075,2020,0,1
0667000,2020,0,1
37081,2020,1,0
01103,2002,0,1
0644000,2009,1,0
0636000,2020,1,0
3651000,2009,1,0
26125,2000,1,0
10003,2011,1,0
0622804,2012,1,0
0423620,2020,0,1
24027,2018,1,0
2740166,2018,0,1
24043,2006,0,1
34009,2000,1,0
16027,2016,1,0
18089,2018,1,0
0669000,1992,1,0
0670000,2004,1,0
3728000,2009,0,1
KY-35,2012,0,0
39007,1990,1,0
53057,2014,1,0
53009,2010,0,1
54033,2016,1,0
5374060,1999,1,0
48027,2016,1,0
5370000,2021,1,0
53057,2006,1,0
3704720,2018,1,0
31055,2002,1,0
3684000,2007,1,0
01083,2014,1,0
06059,2014,1,0
06081,2010,1,0
42133,2007,1,0
0473000,2020,1,0
0602000,1998,1,0
24017,2018,1,0
12097,2020,0,1
39153,1992,1,0
18095,2006,1,0
39007,2010,1,0
0683346,2012,0,1
3451000,2018,0,1
3755000,1995,0,0
37195,2010,1,0
24031,2014,1,0
42007,2015,1,0
1200180,2016,0,1
5157000,2010,1,0
2404000,2020,1,0
1201560,2006,0,1
27027,2010,1,0
1258715,2006,1,0
53057,2006,1,0
48141,2000,1,0
0622710,2020,0,1
3128000,2013,1,0
0613210,2016,0,1
0645484,2020,1,0
42007,2015,1,0
35043,1998,1,0
18095,2010,0,0
3915000,2017,1,0
47009,2018,1,0
18003,2006,1,0
26049,2008,1,0
51760,2017,0,1
06059,2016,1,0
15009,2000,1,0
13039,2016,0,0
05069,2002,1,0
12057,2006,0,1
53025,2020,1,0
1210275,1994,1,0
0622710,2020,1,0
3651000,2001,1,0
TN-1837,2006,0,0
0827425,2017,1,0
15009,1996,0,1
3421000,2004,1,0
22105,1995,1,0
39153,2012,1,0
45057,2004,1,0
24005,2020,0,1
2404000,2020,0,0
0600028,2010,1,0
35001,2014,1,0
15001,1996,0,1
24031,2002,1,0
24013,1994,1,0
0454050,2006,1,0
0609640,2002,1,0
NC-1431,2010,0,0
3651000,1997,0,1
29189,2020,0,1
29189,2020,0,1
4147000,2004,1,0
10005,1990,1,0
0664224,2012,1,0
3755000,2011,0,1
0684500,2004,1,0
18089,2016,1,0
06085,1996,0,1
3451000,2010,0,0
NM-11 - Division 2,2016,0,0
15003,2006,1,0
1517000,2006,1,0
1301740,2020,0,1
3651000,2001,1,0
1912000,1999,0,1
0664224,2020,0,1
53045,2020,1,0
1200480,2002,0,1
13151,1996,1,0
34011,2006,1,0
04003,2016,1,0
06073,2020,0,1
37119,1998,1,0
0669000,2000,1,0
0614400,2012,0,0
42079,2017,1,0
39101,2020,1,0
0635130,2006,1,0
27145,2014,1,0
42007,2007,1,0
06095,2008,1,0
0653322,2000,0,1
39007,2012,1,0
12097,2016,1,0
NM-1353,2004,0,0
3268400,2006,1,0
TN-1838,2014,0,0
01097,2016,0,1
3719000,1993,1,0
42081,2017,1,0
24003,2006,1,0
13031,2016,0,0
4835000,1991,1,0
06053,2016,0,1
12097,2016,0,1
51179,2015,1,0
26049,2012,0,1
10003,2008,1,0
5101000,2015,0,1
36029,2019,1,0
4659020,2010,1,0
42125,2015,1,0
2717000,2003,1,0
3651000,2005,1,0
0669000,2014,1,0
12021,1998,0,1
12021,2000,0,1
0670098,2006,0,1
34009,2016,1,0
34009,2005,1,0
06077,2012,1,0
4817000,1991,0,1
24009,2014,1,0
0636000,2020,1,0
1210275,1996,1,0
0629550,2010,1,0
42079,2011,1,0
3918000,2013,1,0
2708794,2012,0,1
0678582,1996,1,0
3915000,2011,1,0
24033,2010,1,0
35031,2012,1,0
13073,2016,0,0
37071,1998,1,0
45079,2008,0,1
1714000,1995,0,0
1270600,2010,1,0
24017,1998,1,0
0625470,2020,1,0
4260000,2003,1,0
12061,2008,1,0
26099,2016,1,0
5101000,2018,1,0
53015,2014,1,0
4714000,2001,1,0
0639248,2012,0,1
5101000,2021,0,1
24025,1990,0,0
26125,2016,1,0
0666000,2016,1,0
0622110,2018,1,0
1921000,2003,1,0
38035,2014,1,0
08067,2020,1,0
54003,2020,1,0
37147,2020,1,0
3901000,2019,0,1
51650,2009,0,0
0613014,2008,1,0
42125,2015,1,0
3684000,2011,1,0
1263000,2015,1,0
26099,2014,1,0
53057,2002,1,0
15003,1998,1,0
1517000,1998,1,0
24031,2010,1,0
3651000,2017,1,0
3651000,1993,0,1
26005,2012,1,0
24015,2008,0,1
2938000,2015,0,1
24015,2020,1,0
45045,2020,1,0
0681204,2008,1,0
54003,2012,1,0
10005,1990,1,0
42079,2013,0,1
12099,1994,1,0
37001,1996,1,0
0600153,2000,1,0
36083,2011,1,0
48441,2020,1,0
10005,2020,1,0
1245000,1996,1,0
24027,2002,1,0
15007,2020,1,0
4817000,1999,0,0
42019,2003,1,0
0611110,2004,1,0
0662938,2012,1,0
06029,1996,1,0
5374060,1997,1,0
35001,2000,1,0
34013,2002,1,0
12081,2020,1,0
1751622,1999,0,0
5374060,2011,1,0
37025,1996,0,1
0664000,2012,1,0
53033,1989,1,0
53053,2012,0,1
0635130,2014,1,0
2255000,1994,0,1
25005,2010,1,0
36029,2017,1,0
0656784,2020,1,0
34001,2015,1,0
36001,1999,1,0
0636770,2014,0,1
18157,2002,1,0
3651000,1990,1,0
3651000,2017,1,0
15009,1990,0,1
34041,2002,1,0
17097,1990,0,0
34041,2016,1,0
24003,1998,1,0
3702970,2019,0,1
53077,2004,1,0
13247,2008,1,0
4835000,2013,1,0
19163,1990,0,1
0669084,2016,0,1
3719000,2001,1,0
12117,1996,1,0
39153,2008,1,0
0616740,2012,1,0
0613392,2000,0,1
24017,2002,1,0
2701900,2016,1,0
5101260,2019,0,1
1150000,1992,1,0
39081,2004,1,0
34001,1995,1,0
20091,2018,0,1
0606000,1998,1,0
24017,2014,1,0
0651182,2014,1,0
50023,2014,1,0
12086,1996,1,0
0807850,2021,1,0
1263000,2005,1,0
34021,2015,0,1
13129,2016,1,0
1201560,2020,1,0
13063,2004,1,0
26099,2016,0,1
3651000,2017,1,0
17063,2004,1,0
26155,2008,0,1
42079,2015,1,0
0636770,2016,0,1
15003,2019,1,0
1517000,2019,1,0
39153,1992,0,1
22005,2011,1,0
18089,2018,0,1
5305280,2019,1,0
4805000,2002,0,1
3651000,2005,1,0
0669000,2014,0,1
32031,2004,1,0
06073,2018,0,1
0600017,2008,1,0
0KY-3,2012,0,0
34041,2017,1,0
0639496,2004,0,1
0669088,2018,0,1
35001,1994,1,0
36013,2001,1,0
27035,2018,1,0
24037,2010,1,0
0669196,2016,0,1
53061,2021,0,1
0677000,2018,1,0
0627000,2020,1,0
24043,1994,1,0
0681666,2018,0,0
2706382,2004,1,0
0656784,2004,0,1
3673000,2005,1,0
3128000,2001,1,0
27053,2006,1,0
35001,2000,1,0
22063,2003,1,0
22105,2015,1,0
53061,2001,1,0
13121,1990,0,1
3651000,2009,1,0
22057,1995,1,0
18063,2008,0,1
51059,2019,0,1
24005,1998,1,0
0631530,2010,1,0
39153,2016,1,0
27123,2012,0,1
3200060,2004,1,0
06037,2020,0,0
4131250,2004,1,0
1912000,2001,0,1
1201440,2014,0,1
2706382,2016,1,0
