"","fips","state","geo_name","population_2020","mass_ideology_2020","mass_ideology_2020_se","pres_pctD_20","pres_pctD_16","pres_pctD_08","percent_women","percent_white","percent_black","percent_hispanic","percent_asian_american","geo_type"
"865",48221,"Texas","Hood County",61598,0.398336597365708,0.0731309451222962,0.17610354307602,0.157857424182749,0.227240239435361,0.512740491786412,0.808711321796162,0.00849053540699373,0.129192506250203,0.008587941166921,"County"
"866",48231,"Texas","Hunt County",99956,0.249085724650386,0.0528866107976989,0.233943628674249,0.211047317362898,0.294648061165015,0.508708396168306,0.656268758253632,0.0801752771219336,0.196816599303694,0.0117351634719276,"County"
"867",48245,"Texas","Jefferson County",256526,0.0819295131301384,0.0500368616560498,0.492006877182491,0.497544106441592,0.511299435028249,0.488672642918927,0.374414289389769,0.330707218761451,0.229664829296056,0.039730865487319,"County"
"868",48251,"Texas","Johnson County",179927,0.326562084888561,0.0516226099601607,0.2315872390705,0.19844681235326,0.260214576695035,0.500430591105901,0.66263540213531,0.0376263706947818,0.236834938613993,0.0153451121843859,"County"
"869",48257,"Texas","Kaufman County",145310,0.255701421047409,0.0616996508624848,0.328490603080548,0.257820142982566,0.31983608436497,0.508852702659042,0.541091459638015,0.151042598582341,0.248881701190558,0.015525428394467,"County"
"870",48265,"Texas","Kerr County",52598,0.353674436309102,0.0809421295220345,0.238076123052221,0.208898607640129,0.249529612041932,0.517254016935748,0.680463135480436,0.0150005703638922,0.25852694018784,0.0124719571086353,"County"
"871",48277,"Texas","Lamar County",50088,0.416341966407214,0.0687330492047446,0.210104628145914,0.197475749559083,0.288156086837043,0.5208723871722,0.705837725602939,0.128693499440984,0.0880849704520045,0.0102419741255391,"County"
"872",48291,"Texas","Liberty County",91628,0.363441662233151,0.0696640086480917,0.19888610031973,0.20468131683085,0.279444003918093,0.506343934434064,0.546164927751342,0.0782621032872048,0.336109049635483,0.00563146636399354,"County"
"873",48303,"Texas","Lubbock County",310639,0.149676789049445,0.0461577933424412,0.33662241962348,0.299154514593164,0.314970554809381,0.506879740689221,0.498952159902652,0.0878157604164319,0.351436876889251,0.0320275303487328,"County"
"874",48309,"Texas","McLennan County",260579,0.161034940624183,0.0464771437983826,0.381249285573256,0.359292646336444,0.379519748994206,0.51180657057856,0.536086944842063,0.143979369020527,0.263210005411027,0.0199517228940168,"County"
"875",48323,"Texas","Maverick County",57887,-0.0157921902896461,0.118772773067217,0.547511014664299,0.786876560962688,0.786936522539098,0.5019596383264,0.0271909064211308,0.00312678148807159,0.949021369219341,0.00362775752759687,"County"
"876",48325,"Texas","Medina County",50748,0.212662993117364,0.0652630563913971,0.302163729645327,0.277169687182248,0.329447931343666,0.484267934554608,0.439899109324505,0.0269173169385986,0.501596122014661,0.00597067864743438,"County"
"877",48329,"Texas","Midland County",169983,0.153776822712163,0.0634162354125232,0.212741359377427,0.213306949231882,0.211381581817389,0.494306255091665,0.449968526264391,0.0650006177088297,0.431401963725784,0.0245553967161422,"County"
"878",48339,"Texas","Montgomery County",620443,0.245217667482915,0.0427433189426911,0.277775910426914,0.23367440058323,0.234393659754641,0.504996074824853,0.598609380716681,0.057046336246843,0.264470708832238,0.0363643396734269,"County"
"879",48347,"Texas","Nacogdoches County",64653,0.207389081242958,0.0667039159260879,0.341193418758056,0.316695193597631,0.361440075793463,0.520194676992302,0.574729710918287,0.165638098773452,0.210307332993055,0.0120489381776561,"County"
"880",48349,"Texas","Navarro County",52624,0.212928153746517,0.0779643437214115,0.269879900534363,0.250187546886722,0.333127698951265,0.508153893254414,0.512997871693524,0.122092581331712,0.30497491638796,0.0215681058072362,"County"
"881",48355,"Texas","Nueces County",353178,-0.00576333809753988,0.0450637716023474,0.485295757595068,0.49215717658357,0.47767265186485,0.506234441555568,0.30059913131622,0.0405149811143389,0.614568291343175,0.0241124871877637,"County"
"882",48361,"Texas","Orange County",84808,0.440450474179733,0.0662179685661765,0.170003441945847,0.174361653497029,0.248878052227994,0.503752869666583,0.765670691444203,0.0952858220922554,0.0856640882935572,0.0133477973776059,"County"
"883",48367,"Texas","Parker County",148222,0.343007533073823,0.0549198288574483,0.173416642242413,0.152215553569148,0.221206504339034,0.503030393614875,0.794396243472629,0.0117256547611016,0.133711594770007,0.00776537895858914,"County"
"884",48373,"Texas","Polk County",50123,0.339852812417782,0.0794252400020497,0.22483305509182,0.216237153333678,0.312108611792996,0.458937296833153,0.694451648943599,0.0982383336991002,0.146539512798516,0.00682321489136724,"County"
"885",48375,"Texas","Potter County",118525,0.153827671536754,0.0606552646792359,0.30301456888916,0.280609814197237,0.300912980493885,0.483822718384946,0.423142796878296,0.105977641847711,0.381295085425016,0.0524193208183927,"County"
"886",48381,"Texas","Randall County",140753,0.232036409237913,0.05968862326879,0.201295638227617,0.161434718015011,0.184145013225455,0.509639920612418,0.678188031516202,0.0354663843754662,0.224385981115855,0.019871690123834,"County"
"887",48397,"Texas","Rockwall County",107819,0.235680954320396,0.0642698355838921,0.308856185780421,0.253306687002025,0.26711122294917,0.506097247234371,0.651072630983407,0.0778897967890631,0.190689952605756,0.0322948645415001,"County"
"888",48401,"Texas","Rusk County",52214,0.341319822982608,0.0672617109630729,0.218730803761281,0.211445459430414,0.267557989690722,0.467696028276439,0.61328379361857,0.159459148887272,0.183456544221856,0.00488374765388593,"County"
"889",48409,"Texas","San Patricio County",68755,0.241158928709062,0.0635910853638788,0.35241530740276,0.376584852399407,0.416502022767899,0.495970630372493,0.387070031270453,0.017380554141517,0.555886844593121,0.014151698058323,"County"
"890",48423,"Texas","Smith County",233479,0.317884062682129,0.0486210800319087,0.300065859466032,0.274529114859042,0.300660220749433,0.517386315173951,0.575863353877651,0.165295379884272,0.202506435268268,0.0183913756697604,"County"
